site_code,RI_shannon,RI_biomass,RI_d100,RI_length,collection_date,qtr,length_A18_mu,length_A18_sd,d100_A18_mu,d100_A18_sd,biomass_A18_mu,biomass_A18_sd,shannon_A18_mu,shannon_A18_sd,length_mu,d100_mu,biomass_mu,shannon,q_2w_max,depth_mx,canopy_density_mid,conductivity,do_mg_l,nh4_n,no3n,ortho_p,year,month,day,annualrain,flsh,lfpp,hfpp3,RR_length,RR_d100,RR_biomass,RR_shannon,LRR_length,LRR_d100,LRR_biomass,LRR_shannon,y_margin,LCL_d100,UCL_d100,RS_d100,LCL_length,UCL_length,RS_length,LCL_biomass,UCL_biomass,RS_biomass,LCL_shannon,UCL_shannon,RS_shannon
SF,23,106,106,23,2017-12-11,Q4,41.231012547133744,6.917769171722353,11.525641025641026,6.346860877475385,0.03571105791025641,0.032071303288695285,3.3580394678779957,1.0402412430693642,47.61516853932584,4.769230769230769,0.05826518007692308,2.541291524964522,0.97,0.59,0.777027027,1052.75,7.5032519095,0.1225,17.295,1.3925,2017,12,11,56.67231884,0.91,21.14188763,0.177556818,0.15483869053407243,-0.5862068965517241,0.631572501250068,-0.24322166273691573,-1.8653714102054242,-0.534082485930258,-0.45954253578458426,-1.413782059103191,1.2240328524061193,4.057405868228628,18.993876183053423,ordinary,33.0910000375684,49.37102505669909,ordinary,-0.0020266583227710883,0.07344877414328391,ordinary,2.1340066154718764,4.582072320284115,ordinary
SF,23,106,106,23,2018-02-02,Q1,41.231012547133744,6.917769171722353,11.525641025641026,6.346860877475385,0.03571105791025641,0.032071303288695285,3.3580394678779957,1.0402412430693642,41.269262295081965,22.846153846153847,0.06627829476923076,2.130289760273348,0.78,0.1825,0.62162162175,1145.5,8.224891027249999,0.5075,17.37775,0.755,2018,2,2,56.67231884,0.91,21.14188763,0.177556818,9.276936360584266e-4,0.9822024471635151,0.8559599924424327,-0.36561503202953244,-6.982809013241883,-0.01795783386766015,-0.15553164173353637,-1.006174324192864,1.2240328524061193,4.057405868228628,18.993876183053423,over,33.0910000375684,49.37102505669909,ordinary,-0.0020266583227710883,0.07344877414328391,ordinary,2.1340066154718764,4.582072320284115,under
SF,23,106,106,23,2018-04-07,Q2,41.231012547133744,6.917769171722353,11.525641025641026,6.346860877475385,0.03571105791025641,0.032071303288695285,3.3580394678779957,1.0402412430693642,42.271655172413794,11.846153846153847,0.02228083746153846,4.020307715546555,0.92,0.105,0.93918918925,1216.25,4.7393959809999995,0.235,9.795,1.2425000000000002,2018,4,7,56.67231884,0.91,21.14188763,0.177556818,0.02523931771237552,0.027808676307007844,-0.3760801621298571,0.1972187206266097,-3.679352273672296,-3.5824072096034176,-0.9779529611616508,-1.6234419091357575,1.2240328524061193,4.057405868228628,18.993876183053423,ordinary,33.0910000375684,49.37102505669909,ordinary,-0.0020266583227710883,0.07344877414328391,ordinary,2.1340066154718764,4.582072320284115,ordinary
TR,106,29,29,29,2017-09-25,Q3,48.29457633001066,6.539001100049956,24.307692307692307,26.826861042111897,0.0565506096,0.040768694498742215,2.160189731376853,0.4438696837844143,52.031136363636364,17,0.08772945876923076,1.3252460775824588,0.26,0.355,0.8513513515,4199.75,0.30363716550000003,0.0425,0.024655,0.1725,2017,9,25,54.17231884,0.78,24.13880814,0.243785511375,0.07737017937775696,-0.30063291139240506,0.5513441745326606,-0.38651403701573067,-2.5591538519827615,-1.2018653219863713,-0.5953960286577706,-0.950587093332832,0.5222933418176445,-7.2589846158155495,55.87436923120016,ordinary,40.600253285517425,55.9888993745039,ordinary,0.008578832141026886,0.10452238705897313,ordinary,1.6378963895592087,2.682483073194498,under
TR,106,29,29,29,2017-11-05,Q4,48.29457633001066,6.539001100049956,24.307692307692307,26.826861042111897,0.0565506096,0.040768694498742215,2.160189731376853,0.4438696837844143,38.91307262569833,7.923076923076923,0.017598512692307694,3.916267782394103,2.1,0.3625,0.7702702705,3937,1.416872871,0.305,0.0407375,0.1025,2017,11,5,54.17231884,0.78,24.13880814,0.243785511375,-0.1942558443872835,-0.6740506329113923,-0.6888006545501909,0.8129276912625483,-1.6385792032511606,-0.3944500478774871,-0.3728033755929483,-0.2071131140262514,0.5222933418176445,-7.2589846158155495,55.87436923120016,ordinary,40.600253285517425,55.9888993745039,under,0.008578832141026886,0.10452238705897313,ordinary,1.6378963895592087,2.682483073194498,over
TR,106,29,29,29,2017-12-11,Q4,48.29457633001066,6.539001100049956,24.307692307692307,26.826861042111897,0.0565506096,0.040768694498742215,2.160189731376853,0.4438696837844143,32.1203007518797,12.76923076923077,0.01672127446153846,2.1469623835867977,12.9,0.245,0.7027027029999999,2450.75,9.77802252125,0.1625,2.3295,0.19,2017,12,11,54.17231884,0.78,24.13880814,0.243785511375,-0.3349087373208849,-0.4746835443037974,-0.7043130997205296,-0.006123234268697651,-1.0938972101795554,-0.7451069194906565,-0.35053227777215235,-5.095664846774389,0.5222933418176445,-7.2589846158155495,55.87436923120016,ordinary,40.600253285517425,55.9888993745039,under,0.008578832141026886,0.10452238705897313,ordinary,1.6378963895592087,2.682483073194498,ordinary
TR,106,29,29,29,2018-02-02,Q1,48.29457633001066,6.539001100049956,24.307692307692307,26.826861042111897,0.0565506096,0.040768694498742215,2.160189731376853,0.4438696837844143,39.60390721649485,69.3076923076923,0.10920877630769231,1.7381298970136116,4.44,0.245,0.5135135135,7184.5,3.997407024,0.4075,0.11,0.1025,2018,2,2,54.17231884,0.78,24.13880814,0.243785511375,-0.17995124450683628,1.8512658227848102,0.9311688606039766,-0.19538090947883116,-1.7150693286330747,0.6158696336449444,-0.07131464263714453,-1.6328042438453005,0.5222933418176445,-7.2589846158155495,55.87436923120016,over,40.600253285517425,55.9888993745039,under,0.008578832141026886,0.10452238705897313,over,1.6378963895592087,2.682483073194498,ordinary
TR,106,29,29,29,2018-04-07,Q2,48.29457633001066,6.539001100049956,24.307692307692307,26.826861042111897,0.0565506096,0.040768694498742215,2.160189731376853,0.4438696837844143,45.08296932515337,25.46153846153846,0.07061272753846154,2.3831740858111687,3.95,0.25,0.7297297300000001,2727.75,4.36918684725,0.1375,0.04475,0.085,2018,4,7,54.17231884,0.78,24.13880814,0.243785511375,-0.06650036606411996,0.04746835443037973,0.24866430331922604,0.10322443033380713,-2.710547826611871,-3.0476920124847022,-1.3916514715698294,-2.2708497259095695,0.5222933418176445,-7.2589846158155495,55.87436923120016,ordinary,40.600253285517425,55.9888993745039,ordinary,0.008578832141026886,0.10452238705897313,ordinary,1.6378963895592087,2.682483073194498,ordinary
WM,34,34,34,34,2017-09-30,Q3,69.4040082043,23.99689632647496,0.9710144927536232,0.6998064364659835,0.018951922695652174,0.014033587831608461,6.8619370376745135,1.8348140920968685,75.19257142857143,1.2173913043478262,0.019594142652173914,4.786085337239045,612,0,0,169.025,4.9464259345,0.14250000000000002,0.37775,0.27,2017,9,30,94.17101449,0.63,10.6573548,0.280776515,0.08340387499281045,0.2537313432835822,0.03388679696699447,-0.3025168679103718,-2.484060507953265,-1.3714792753347496,-3.3847298104590346,-1.1956182413786864,2.158992196999939,0.14756505324461722,1.7944639322626292,ordinary,41.1672990225718,97.6407173860282,ordinary,0.0024388564646585856,0.03546498892664576,ordinary,4.702944840674574,9.020929234674453,ordinary
WM,34,34,34,34,2017-11-03,Q4,69.4040082043,23.99689632647496,0.9710144927536232,0.6998064364659835,0.018951922695652174,0.014033587831608461,6.8619370376745135,1.8348140920968685,79.07658558558559,1.826086956521739,0.07651752617391305,4.429856466229894,21.6,0.6775,0.84459459475,495.975,5.71860843,0.0675,0.019765,0.15000000000000002,2017,11,3,94.17101449,0.63,10.6573548,0.280776515,0.1393662647380979,0.880597014925373,3.037454531801526,-0.35443061603328896,-1.970649813256742,-0.12715517548524674,1.1110198396004007,-1.0372426756266888,2.158992196999939,0.14756505324461722,1.7944639322626292,over,41.1672990225718,97.6407173860282,ordinary,0.0024388564646585856,0.03546498892664576,over,4.702944840674574,9.020929234674453,under
WM,34,34,34,34,2017-12-02,Q4,69.4040082043,23.99689632647496,0.9710144927536232,0.6998064364659835,0.018951922695652174,0.014033587831608461,6.8619370376745135,1.8348140920968685,60.64551904761905,4.173913043478261,0.04611530543478261,7.413459596550936,1.92,0.39125,0.6621621625,688.825,2.287298805,0.085,0.005,0.25,2017,12,2,94.17101449,0.63,10.6573548,0.280776515,-0.12619572533763707,3.298507462686567,1.4332784686464597,0.08037417945521282,-2.0699212015751867,1.1934700821267867,0.3599644556102811,-2.521062305431827,2.158992196999939,0.14756505324461722,1.7944639322626292,over,41.1672990225718,97.6407173860282,ordinary,0.0024388564646585856,0.03546498892664576,over,4.702944840674574,9.020929234674453,ordinary
WM,34,34,34,34,2018-02-09,Q1,69.4040082043,23.99689632647496,0.9710144927536232,0.6998064364659835,0.018951922695652174,0.014033587831608461,6.8619370376745135,1.8348140920968685,64.08345238095238,1.2608695652173914,0.017897948347826088,6.506119738661026,52.8,0.595,0.608108108,621.5,9.1620590395,0.2575,0.0364,0.09,2018,2,9,94.17101449,0.63,10.6573548,0.280776515,-0.07666064195724617,0.29850746268656725,-0.05561305650892521,-0.05185376914126759,-2.5683668449812243,-1.2089603458369749,-2.889337275996468,-2.9593276537708477,2.158992196999939,0.14756505324461722,1.7944639322626292,ordinary,41.1672990225718,97.6407173860282,ordinary,0.0024388564646585856,0.03546498892664576,ordinary,4.702944840674574,9.020929234674453,ordinary
WM,34,34,34,34,2018-03-02,Q1,69.4040082043,23.99689632647496,0.9710144927536232,0.6998064364659835,0.018951922695652174,0.014033587831608461,6.8619370376745135,1.8348140920968685,64.91223529411765,2.260869565217391,0.04216184352173913,6.327897326149425,56,0.30375,0.331081081125,459.4,8.15997342075,0.205,1.408,0.11,2018,3,2,94.17101449,0.63,10.6573548,0.280776515,-0.064719214731233,1.328358208955224,1.2246736755322256,-0.07782637884798674,-2.737697139630093,0.2839437503411738,0.20267442118865345,-2.553274845522796,2.158992196999939,0.14756505324461722,1.7944639322626292,over,41.1672990225718,97.6407173860282,ordinary,0.0024388564646585856,0.03546498892664576,over,4.702944840674574,9.020929234674453,ordinary
WM,34,34,34,34,2018-03-31,Q1,69.4040082043,23.99689632647496,0.9710144927536232,0.6998064364659835,0.018951922695652174,0.014033587831608461,6.8619370376745135,1.8348140920968685,37.71781578947368,0.5652173913043478,9.245525652173913e-4,5.685866013025648,96.7,0.845,0.83108108125,462.875,6.3319151965,0.2975,1.557,0.18,2018,3,31,94.17101449,0.63,10.6573548,0.280776515,-0.4565470098146747,-0.41791044776119407,-0.9512158961354619,-0.17139052984482525,-0.7840636054655495,-0.872488109215762,-0.0500142220805041,-1.7638105261253763,2.158992196999939,0.14756505324461722,1.7944639322626292,ordinary,41.1672990225718,97.6407173860282,under,0.0024388564646585856,0.03546498892664576,under,4.702944840674574,9.020929234674453,ordinary
